WaitTime,QueueLength
2.832503732896903,0.0
40.139751964463386,2.0
30.567693085185027,0.0
26.11111963185712,0.0
8.985401643569901,2.0
14.83798162650794,2.0
13.716860611164691,4.0
49.31293095382881,1.0
43.78076919821473,1.0
14.200282397595856,4.0
14.90038525186469,3.0
5.945116829254346,5.0
23.93126279454657,7.0
3.168792614619349,2.0
3.9287363171154652,4.0
4.226874320487298,0.0
16.95151827834735,3.0
39.94052853669882,
23.933112301847927,
12.513369702821251,
12.094937485299624,
45.843405596664525,
12.023344687927874,
6.6315193530315355,
4.193709331777427,
51.01184865820005,
44.14121660949888,
38.905871360204515,
22.63504216430158,
17.738793953304935,
3.8669644071591165,
51.3267062078844,
50.401452254605374,
51.55751247652154,
51.73168609342247,
51.556961431932905,
16.996229294988552,
12.201273341315186,
27.898505289146442,
8.850847286059889,
1.7503415485361984,
46.520004392708984,
43.26598057552178,
38.913978555418794,
35.06081674415384,
17.383437189258302,
9.938637883337947,
7.930208304270764,
0.5312213783324751,
1.7501885268007982,
